GID,predOf,DMCg,logFSY,logFRY,PA,StC,Anthractnose,ManchaBranca,ManchaParda,QueimaFolhas
Aciolina,GEBV,-3.800921623,-0.572157802,-0.316509428,-0.484038029,-2.75420903,0,0.024333155,-0.044374827,-0.004934466
Aipim-Abacate-2,GEBV,0.246799313,0.012129407,0.176574764,-0.458153926,0.582717185,0,0.041185838,-0.017366863,-0.000913936
Aipim-Brasilia,GEBV,-2.845129227,-0.306669408,-0.192392776,-0.58003692,-1.013296216,0,-0.052422619,-0.045278414,-0.001301201
Aipim-Eucalipto-NV,GEBV,-1.170054108,-0.613421344,-0.370212202,-0.176178821,-1.580095466,0,0.03034744,-0.044251387,-0.002584336
Aipim-Guanambi,GEBV,-0.339441723,-0.186944451,-0.121555148,0.239573454,-0.402195206,0,-0.022315213,-0.027564328,-0.000301142
Aipim-Ze-Marcos(1),GEBV,-0.931674261,-0.303464446,-0.182378144,-0.217413834,-0.360625121,0,-0.08986088,-0.031553799,0.001588459
Alemao-Aracruz,GEBV,-1.856290748,-0.360482281,-0.154946186,0.166784596,-0.766147258,0,0.088304166,0.025632953,0.004354866
AM-Jaeve-RN,GEBV,-0.868555099,-0.007368876,-0.028548303,0.829328073,-0.351635004,0,0.108226152,0.031063898,0.006753297
Amarela,GEBV,-1.386460607,-0.55921728,-0.382097196,0.100559319,-1.556535975,0,0.035648664,-0.044572495,-0.002780402
Amarela-DSL,GEBV,-1.214106392,-0.323091147,-0.226084461,-0.110570167,-0.390060422,0,-0.080618264,-0.028522895,0.001948927
Amarelinha,GEBV,-2.650674258,-0.244874588,0.026367928,-0.50397774,-0.593788712,0,0.014015487,-0.010492351,0.001818867
Baiana,GEBV,-2.682694246,-0.21315802,-0.223134956,0.058967759,-0.669420721,0,-0.029114767,-0.032350944,-0.001014612
Baianinha,GEBV,-3.490180365,-0.731297354,-0.139261011,-0.102556429,-1.223760756,0,0.070911122,0.104937359,0.011369761
BGM-0004,GEBV,1.69819901,0.146258105,-0.239926488,0.584324977,0.146126745,0,0.116758707,0.056608868,0.006591188
BGM-0005,GEBV,0.186329503,-0.244501615,-0.871990671,0.937506863,1.151746038,0,0.28336865,0.053428939,0.006425095
BGM-0006,GEBV,-2.642382414,-0.39104419,-0.097961699,-0.281541136,-0.812018621,0,0.179394048,-0.024019918,-0.005797204
BGM-0014,GEBV,-2.204104075,-0.34586185,-0.384136088,0.219862731,-1.31463392,0,0.048524828,-0.006762268,0.0002391
BGM-0017,GEBV,-3.208433534,-0.859558391,-0.186826926,-0.587798765,-1.589843119,0,0.073013328,0.102825712,0.010746615
BGM-0018,GEBV,1.892706394,0.201758617,-0.054118339,-0.446141517,1.107751609,0,-0.129913578,-0.058345394,-0.00581829
BGM-0019,GEBV,1.047176393,-0.0601434,-0.36678079,1.004720089,0.59947929,0,-0.096827038,-0.011458894,-0.009326099
BGM-0020,GEBV,-1.390369179,-0.280033513,-0.023110549,0.098988429,-0.902991397,0,0.124247225,0.079313184,0.006878318
BGM-0021,GEBV,1.565713321,0.032548663,-0.065924225,-0.200955599,0.394073591,0,-0.028318014,-0.187269478,-0.021245051
BGM-0022,GEBV,-0.533366056,-0.154540617,-0.366869134,0.474048764,0.230994413,0,0.064082887,0.079735616,0.004098907
BGM-0022-TR,GEBV,0.568441659,-0.408097805,-0.225636792,0.616338645,-1.243725386,0,-0.085612496,-0.009303763,-0.002929595
BGM-0022-TB,GEBV,0.782302047,-0.333070292,-0.235989337,0.320046999,2.600625384,0,0.076231629,-0.014065632,-0.003585801
BGM-0023,GEBV,-1.347076014,0.189562468,0.141074078,-0.719920638,-0.906944234,0,0.169836756,0.018720947,0.002677157
BGM-0024,GEBV,0.541921013,0.004991152,-0.221745046,0.583580479,-0.535998935,0,0.101024721,0.043776324,0.006743614
BGM-0025,GEBV,-0.71644651,0.157279113,-0.018226561,-0.262723159,-1.159885184,0,0.207042672,0.102865763,0.015345116
BGM-0027,GEBV,1.802369592,0.267259048,0.183181407,-0.377175934,0.105557123,0,0.186597326,-0.095098366,-0.009237815
BGM-0028,GEBV,1.578068836,-0.494257175,-0.806543507,0.617616049,-0.474562131,0,0.074507079,-0.019501418,-0.006498782
BGM-0029,GEBV,-0.712301795,0.194623408,-1.42E-05,0.746460301,-0.01451723,0,0.029930499,0.006277661,-0.003874866
BGM-0030,GEBV,-1.207661104,0.077623187,-0.082155331,0.685846545,-0.362376019,0,0.029371424,0.020032746,0.004549777
BGM-0031,GEBV,-1.414440857,0.120724689,0.059749729,0.225808652,-0.970851987,0,0.05101075,-0.02288129,-0.002647899
BGM-0032,GEBV,-0.209398916,0.036255381,-0.047295478,-0.051099658,-0.826146665,0,0.020561017,-0.0463516,-0.005334763
BGM-0036,GEBV,1.829242472,0.056380925,0.156607432,0.616572511,0.162739679,0,0.204053956,0.036984926,0.001313554
BGM-0037,GEBV,0.604003751,-0.134822914,0.055023135,-0.856113757,0.274746773,0,-0.005894194,-0.060524593,-0.004833989
BGM-0039,GEBV,2.359120274,0.481514838,0.335150592,-0.89354531,0.196567192,0,0.147829224,-0.036920212,-0.002021867
BGM-0040,GEBV,-1.083652521,0.155218014,0.160654748,-0.698252848,0.320967113,0,0.08015208,0.032638942,0.002776076
BGM-0042,GEBV,-3.154602274,-0.265806232,-0.677044376,-0.04030863,-1.004892804,0,0.085792242,-0.007525139,0.000936367
BGM-0043,GEBV,-2.821152858,-0.097326523,-0.065519444,0.078339748,-0.408509595,0,0.194530514,0.0045645,-0.002875128
BGM-0043(1),GEBV,-2.513694662,-0.209432507,-0.067659241,0.119744589,-0.578547088,0,0.155966964,-0.009508965,-0.003345523
BGM-0044,GEBV,-0.675755409,0.114849875,0.15877728,-0.406956939,0.441994803,0,0.18403729,0.072909773,0.00676842
BGM-0047,GEBV,-1.692717311,-0.165935017,-0.054699819,-0.08509274,0.077233243,0,0.023278193,0.009529081,0.003984229
BGM-0049,GEBV,2.246226165,0.54420229,0.340975669,-0.798580659,0.324065118,0,0.146314765,-0.031508721,-0.001741536
BGM-0050,GEBV,-0.915247645,0.033965488,0.219788464,-1.000769863,1.132441366,0,-0.053385318,-0.053950835,-0.01098498
BGM-0052,GEBV,-1.293096779,-0.249242753,0.010559167,0.494397774,-1.459387869,0,-0.02812283,-0.001583018,-0.00278667
BGM-0053,GEBV,-0.325279523,-0.042924797,-0.409535676,-0.839840656,-0.344329385,0,0.078624396,-0.030278099,-0.001140469
BGM-0054,GEBV,-0.833959535,0.035645082,-0.626909872,0.618658727,-1.155798869,0,-0.10494001,-0.011404177,-0.007366788
BGM-0056,GEBV,-0.722515882,0.067837181,0.228722141,-1.04624288,1.204208303,0,-0.032431414,-0.053102459,-0.010825583
BGM-0058,GEBV,-1.324281348,0.217330076,0.141657942,-0.622182707,0.628421785,0,-0.081254315,-0.090460296,-0.01547332
BGM-0060,GEBV,0.18129462,-0.178278826,-0.198456785,0.432539708,-0.660529183,0,0.061520944,-0.000153846,-0.001676615
BGM-0061,GEBV,1.630144446,-0.19775712,-0.521793285,0.435947934,0.671908975,0,0.137644541,-0.012832497,-0.008775204
BGM-0062,GEBV,-4.246243103,-0.453109618,-0.337682983,-0.513439441,-1.114688973,0,-0.070136278,-0.043762659,-0.000924145
BGM-0063,GEBV,-4.206645374,-0.425563728,-0.28919696,-0.419595777,-1.120023363,0,-0.074958625,-0.042897539,-0.000861394
BGM-0065,GEBV,-1.348848676,-0.048651112,0.003944668,0.005824883,-0.512445018,0,0.058328108,0.023528065,0.003938894
BGM-0066,GEBV,-3.662478527,-0.233087361,-0.634168223,-0.05225748,-2.299618129,0,0.035772825,-0.093465527,-0.011895851
BGM-0067,GEBV,-3.563997201,-0.290974595,-0.673919782,-0.039561802,-2.368581641,0,0.036378629,-0.091027191,-0.01152305
BGM-0069,GEBV,-0.982345055,0.042074838,-0.031041717,-0.338297508,0.514307319,0,-0.081248473,-0.062837116,-0.011413328
BGM-0070,GEBV,0.830211746,-0.036885835,-0.297619588,0.194907376,-0.289503474,0,-0.14095473,-0.166932567,-0.023761549
BGM-0073,GEBV,0.651235678,-0.043945045,-0.295295154,0.056271625,-0.363597954,0,-0.131239445,-0.172816263,-0.024467064
BGM-0075,GEBV,-0.116167994,0.061404333,-0.054186607,0.637715527,0.060142919,0,0.041679529,-0.052959521,-0.006045389
BGM-0076,GEBV,2.786940045,0.21641207,-0.08940006,1.056129247,-0.06668347,0,0.090727274,0.068051075,0.007469758
BGM-0077?,GEBV,-0.037806126,-0.378440036,-0.246157707,0.163335463,0.079634645,0,0.09069138,0.04108893,0.005250484
BGM-0080,GEBV,1.166032713,0.167821218,0.10033678,0.179092299,0.527697602,0,-0.073139742,0.010795315,0.002569866
BGM-0082,GEBV,-1.470907575,0.125500719,0.110111297,-0.882735359,-0.477108618,0,-0.044836119,-0.035672257,-0.001606383
BGM-0082(1),GEBV,-1.556121192,0.067522138,0.076009899,-0.774433095,-0.572396368,0,-0.043399102,-0.039433053,-0.002303094
BGM-0083,GEBV,-1.535021618,0.180041762,0.15009368,-1.294359894,-0.284162264,0,-0.071621208,-0.032926067,-0.001451457
BGM-0084,GEBV,-0.065071563,-0.297548986,-0.855335429,0.866875415,1.31762063,0,0.274759349,0.055691877,0.006770606
BGM-0085,GEBV,0.025683364,-0.245889872,-0.876228606,0.983037072,1.151655723,0,0.284669143,0.049514084,0.006136436
BGM-0087,GEBV,-1.460522376,0.109129106,0.13346955,0.694597073,-1.306956997,0,-0.011539182,-0.047332913,-0.005589391
BGM-0088,GEBV,-1.898917828,-0.173644008,-0.028824434,-0.263633395,-0.660371984,0,-0.040856584,-0.073803937,-0.010054035
BGM-0089,GEBV,-1.821073503,0.0395546,-0.510546962,-0.312974541,-1.392552409,0,0.222193975,-0.021021344,-0.000154774
BGM-0090,GEBV,0.107222393,0.040136998,-0.220106171,-0.058400114,-0.62901659,0,0.112305337,0.010478008,0.003049293
BGM-0091,GEBV,-0.687574152,-0.015102608,-0.205111235,-1.250473144,0.117871433,0,0.064804805,-0.00644873,-0.005105426
BGM-0096,GEBV,-1.63935464,0.272817954,0.138003227,-1.120487483,-0.497194645,0,0.158767328,0.04345534,0.005770273
BGM-0097,GEBV,-1.470735662,0.325420307,0.125272167,-1.190629787,-0.572957698,0,0.154660058,0.049622963,0.006422442
BGM-0098,GEBV,1.294498557,0.107649265,0.011295037,0.123772003,-0.181622201,0,0.035682801,0.05710853,0.007820626
BGM-0100,GEBV,-0.556058156,-0.075080148,-0.065796666,-0.675778999,-0.518670692,0,-0.052812057,-0.077492347,-0.010755309
BGM-0106,GEBV,0.803395136,-0.234642831,0.102393561,0.19877176,-1.17045514,0,0.008312572,-0.047889298,-0.00438772
BGM-0113-RcxCr,GEBV,-0.204411032,0.112792823,0.078940956,0.456941308,-0.280093617,0,0.004404984,0.025903548,0.002238795
BGM-0113-RcxRos,GEBV,-2.260741981,-0.034763519,0.036159113,0.455164002,-1.272949394,0,0.010891604,-0.022665965,-0.002687444
BGM-0115,GEBV,0.671868163,-0.022330376,0.293172729,0.19685142,0.148685462,0,-0.010744833,-0.046045169,-0.002614229
BGM-0115-TB,GEBV,0.861012845,-0.018147575,0.203547427,0.297013347,0.066767716,0,-0.010407181,-0.048717263,-0.003042683
BGM-0115-TR,GEBV,-0.973403359,0.312284733,0.483721524,-0.583460386,0.312682781,0,0.010839657,0.007881884,0.000391652
BGM-0116,GEBV,0.53333908,0.196411978,0.106715423,-0.329563804,-0.296460527,0,-0.01635068,0.011106847,0.004292061
BGM-0119,GEBV,1.33797032,0.06409378,-0.201341919,0.36284107,0.248613738,0,0.014499639,-0.016852282,-0.002946694
BGM-0120,GEBV,-3.703455676,0.08027339,0.14054114,0.111538643,-0.155881001,0,0.04833786,-0.020058265,-0.000458242
BGM-0121,GEBV,1.650216887,0.133760454,-0.155000063,0.519235344,0.409797095,0,0.024516752,-0.013810236,-0.002432229
BGM-0123,GEBV,-4.120005401,-0.486506787,-0.343236756,-0.717268677,-1.246585013,0,-0.077384408,-0.053237855,-0.001889355
BGM-0124,GEBV,-0.879037335,-0.29848917,0.07378829,-0.048322211,-0.966650377,0,0.018320526,-0.000829536,0.001372569
BGM-0126,GEBV,-0.373498539,-0.001922284,0.002809025,0.602758565,-0.493561871,0,0.174867601,0.021173506,0.004941924
BGM-0130,GEBV,-1.437386686,0.204918369,0.13077434,-1.371854412,-0.310052025,0,-0.072764774,-0.034938382,-0.001575337
BGM-0131,GEBV,-3.682573222,-0.309976355,-0.674833839,-0.003463678,-2.203557587,0,0.025829175,-0.097481709,-0.012340601
BGM-0132,GEBV,-3.947994018,-0.235480297,-0.591385698,-0.15850423,-2.251375517,0,0.022305727,-0.103937989,-0.012944025
BGM-0133,GEBV,-1.123440841,-0.281039871,-0.480410301,-0.26037802,0.037209008,0,0.147309803,0.061411081,0.007931366
BGM-0134,GEBV,1.200667973,0.056905079,0.11958011,-0.91318979,0.546946544,0,-0.002039245,-0.033152754,-0.003673324
BGM-0135,GEBV,0.642641111,0.065565652,-0.034774386,0.783279112,-0.281073905,0,0.046367811,-0.061212373,-0.006211601
BGM-0136,GEBV,0.391351542,0.131801363,0.071227718,0.643100213,0.033960977,0,0.022209315,-0.067792383,-0.00731009
BGM-0137,GEBV,-1.705090247,-0.073771724,-0.038308998,0.184948552,-0.407817025,0,0.039474586,0.023153139,0.003749803
BGM-0138,GEBV,-0.424675929,0.091146617,0.279562877,0.033941596,0.320153819,0,0.024962596,-0.014693485,-0.001517022
BGM-0140,GEBV,2.187970623,0.181882561,0.069647835,0.780658927,1.130601836,0,0.028279993,-0.056722017,-0.008555813
BGM-0143,GEBV,0.666607876,0.052895463,-0.41194223,-0.379360887,-0.240180446,0,0.061754024,-0.034747207,-0.000963743
BGM-0144,GEBV,1.374391745,0.12657938,0.00614371,-0.373418671,0.557284651,0,0.01644158,-0.056860695,-0.007075834
BGM-0145,GEBV,-3.726448739,0.110185318,0.150751386,-1.09554296,-3.071245301,0,0.100451882,0.025494138,0.007898728
BGM-0150,GEBV,-1.086921606,0.183647111,0.006813567,-0.150592835,-0.762472399,0,-0.036289419,-0.002664127,0.000727447
BGM-0150-B,GEBV,-1.125767427,0.134283042,-0.084862749,0.020055596,-0.580846542,0,-0.023686083,-0.002306547,0.000870183
BGM-0150-A,GEBV,-0.530341006,-0.069349478,-0.209174022,0.102129087,-0.344186721,0,0.077256472,-0.039691771,-0.002988721
BGM-0151,GEBV,-1.69831926,0.188022001,-0.161728169,-0.472101472,-0.028660408,0,-0.023074104,0.057153506,0.007792526
BGM-0152,GEBV,-1.700405267,-0.11577201,0.009895946,0.38304658,-1.869835711,0,0.070745434,-0.019002103,0.001027875
BGM-0152-B,GEBV,-0.920369787,-0.151841394,-0.142753601,-0.657357234,2.495728544,0,0.11081017,-0.011910931,-0.004553319
BGM-0152-A,GEBV,-1.192216705,-0.166029014,-0.032854841,0.303620839,-1.920946165,0,0.07375356,-0.02285657,0.000371677
BGM-0155,GEBV,-0.380457769,-0.028402007,0.257797099,-1.23205324,0.297911016,0,-0.019615301,0.01795798,0.002980593
BGM-0156,GEBV,-0.969501109,0.252451823,0.060840581,-0.423238209,-0.775659811,0,-0.042677655,-0.00497096,0.000373387
BGM-0157,GEBV,-0.344609812,-0.051819752,0.233130197,-1.321558783,0.217134656,0,-0.015416823,0.021598807,0.003372883
BGM-0160,GEBV,-0.719988427,-0.093892189,-0.045174991,-0.712526241,-0.432307415,0,-0.064955837,-0.087296129,-0.011890396
BGM-0161,GEBV,-1.056454652,-0.33316287,-0.648969557,0.006595101,-0.454708574,0,0.064738347,-0.164996433,-0.021631092
BGM-0162,GEBV,0.061245753,0.137231319,0.095906041,0.400452689,-0.148995963,0,0.032080877,-0.057153303,-0.006171343
BGM-0162-A,GEBV,0.313523319,0.028897834,-0.050903024,0.668123243,-0.177463618,0,0.045028169,-0.050242179,-0.004980569
BGM-0162-B,GEBV,0.328454947,0.037185556,-0.040842752,0.750773626,-0.163210536,0,0.038798475,-0.053422324,-0.005471368
BGM-0163,GEBV,2.286846873,0.393471969,0.132977691,-1.444188401,-0.640669661,0,0.013970967,-0.170380718,-0.016848596
BGM-0164,GEBV,-0.406634836,0.032307602,0.044566057,-0.083279035,0.049084975,0,-0.081336682,0.008365954,-0.000256481
BGM-0165,GEBV,1.174912178,0.168856582,0.374785197,-0.306606312,0.126573641,0,0.061848966,-0.075541776,-0.007792749
BGM-0165(1),GEBV,0.775913196,0.097188077,0.203141317,-0.017759859,0.000365359,0,0.067246265,-0.056669982,-0.005682376
BGM-0166,GEBV,-1.305366419,0.2212616,0.15130385,-0.986404779,-0.27576425,0,-0.070312674,-0.034089911,-0.001646156
BGM-0167,GEBV,-1.221763393,0.224350792,0.162657915,-1.24781164,-0.234191373,0,-0.077810852,-0.034451873,-0.001560039
BGM-0168,GEBV,-1.013818374,-0.00926033,-0.008875504,0.029550985,-0.313339626,0,0.057557022,-0.041377712,-0.003253549
BGM-0169,GEBV,0.151299018,0.132949241,-0.204770075,1.040323717,-0.705170975,0,0.105416217,-0.039407333,-0.003897331
BGM-0170,GEBV,0.767514636,0.144188879,0.345927683,-0.218355747,-0.097848344,0,0.043511747,-0.079020782,-0.007911711
BGM-0171,GEBV,-1.244183095,0.301524364,0.453050685,-0.588901113,0.293374101,0,-0.000158346,0.004268286,-0.000188968
BGM-0174,GEBV,-1.816000049,0.096103131,-0.336071268,0.086256022,-1.02590978,0,0.025431962,-0.162591919,-0.018039207
BGM-0177,GEBV,1.011910406,0.042091485,-0.113175831,0.107629542,0.227371821,0,0.118921799,0.026681546,0.00664416
BGM-0177(1),GEBV,0.215185244,-0.005331586,-0.121115953,-0.278848376,-0.070089716,0,0.123328452,0.018590613,0.005502978
BGM-0179,GEBV,-0.497501833,0.035707895,-0.086414853,-0.201935415,-0.51481881,0,0.03294245,-0.046979487,-0.005149021
BGM-0182,GEBV,-0.488565082,0.143759879,0.316360172,0.115439709,0.451211119,0,0.012315231,-0.004020301,-0.001040727
BGM-0182(1),GEBV,-0.360868088,0.174089938,0.361219957,0.140644233,0.599481979,0,0.015174291,-0.007125497,-0.001258084
BGM-0184,GEBV,-0.00395181,-0.149553847,0.078630865,-1.304061522,-0.301870754,0,0.040588287,-0.011440544,-0.002933235
BGM-0185,GEBV,-2.321837526,0.124571343,-0.249051908,0.224473081,-1.109512247,0,0.02328592,-0.164191036,-0.01806138
BGM-0186,GEBV,-0.965128534,-0.364264719,-0.289405734,-0.076319157,-0.240201252,0,-0.08195778,-0.030619612,0.001836197
BGM-0187,GEBV,-1.532782551,-0.041026769,-0.142911673,-0.138249206,-0.784596076,0,0.044261685,-0.130488736,-0.013619596
BGM-0187(1),GEBV,-0.684462772,0.125665873,0.242156996,0.285154111,0.513532305,0,-0.004068353,-0.011845792,-0.001767507
BGM-0188,GEBV,-1.433717725,0.267957675,0.161372763,0.358574098,0.159003241,0,-0.012518443,-0.007535869,-0.006973697
BGM-0189,GEBV,1.760713887,0.071574883,-0.033568763,-0.225991906,0.491994694,0,-0.029819397,-0.181916611,-0.020905606
BGM-0190,GEBV,0.637522898,0.037673363,0.012152127,-0.098520187,0.904705369,0,-0.005418086,0.017350179,0.003356941
BGM-0195,GEBV,-0.379032982,-0.050668212,0.069497145,-0.339888222,0.467250174,0,0.046628953,0.01081202,0.002620681
BGM-0199,GEBV,-1.451045971,-0.2508252,-0.21780803,0.051537097,-1.022404149,0,0.009609534,-0.090256139,-0.010977142
BGM-0201,GEBV,-3.845122972,-0.31348201,-0.111323408,-0.747515357,-0.530075007,0,-0.059026318,-0.053733466,-0.000919467
BGM-0202,GEBV,-3.656887995,-0.264783414,-0.110611538,-0.571448127,-0.545753373,0,-0.055406076,-0.04398769,0.000397741
BGM-0204,GEBV,-4.069746905,-0.449169519,-0.317539296,-0.396776565,-1.143373184,0,-0.079926931,-0.05119439,-0.001703722
BGM-0207,GEBV,-2.120167613,0.160576641,-0.016833679,-1.495978425,-1.795647514,0,0.016508369,-0.027103847,0.000808584
BGM-0208,GEBV,-2.069116652,0.160069345,0.162750929,-0.349050999,-2.214899585,0,0.211743943,0.051497089,0.010647027
BGM-0209,GEBV,-1.852672188,0.107811163,0.12763845,-0.469129561,-2.055672274,0,0.212769234,0.047975997,0.010331057
BGM-0210,GEBV,-1.91931858,0.090165061,0.12051434,-0.37388302,-2.062366426,0,0.211043948,0.046613712,0.010315401
BGM-0211,GEBV,-4.350712408,-0.406364639,-0.116985899,0.146813915,-2.250140581,0,0.094575973,0.102566221,0.013324961
BGM-0212,GEBV,-1.709703057,-0.261163709,-0.21579184,-1.428435794,-1.15117428,0,0.01089278,-0.039760816,0.000578074
BGM-0213,GEBV,-3.621943048,-0.31960528,-0.282353248,0.685641088,-0.461618115,0,-0.01223269,0.013665692,0.006799502
BGM-0214,GEBV,-0.637067311,0.005675512,0.003600071,-0.795716215,-0.537478106,0,-0.05440496,-0.082043534,-0.011493831
BGM-0215,GEBV,-0.732875574,-0.140868062,-0.090399337,-0.378714273,-0.470495297,0,-0.061943713,-0.083164591,-0.011691085
BGM-0220,GEBV,-0.260405776,0.068525992,-0.161775076,-0.513842933,0.081927645,0,0.040657973,-0.030703935,-0.000975087
BGM-0222,GEBV,-0.423767,-0.019494957,-0.308254239,-0.168587119,0.0431125,0,0.029966228,-0.038611216,-0.001810841
BGM-0226,GEBV,0.837802379,-0.361502266,-0.418285131,0.910051151,2.390300415,0,0.068916914,-0.011112965,-0.004889865
BGM-0235,GEBV,-1.321664456,0.267796991,0.447217108,-0.741783177,0.218776624,0,-0.008012075,-0.004948847,-0.001042975
BGM-0236,GEBV,-0.476259719,-0.010466717,0.096684304,-0.800037894,-0.082534503,0,0.087747104,0.102114485,0.010406398
BGM-0237,GEBV,-1.289226501,0.284792165,0.462636511,-0.413818367,0.224976513,0,-0.006398614,-0.006583264,-0.001210445
BGM-0238,GEBV,-0.819771581,0.094064155,-0.325126267,0.618261084,-1.286762735,0,0.008465849,-0.103632823,-0.010638798
BGM-0239,GEBV,-1.570178562,-0.195452621,-0.539599877,1.041770516,-0.60960122,0,-0.051952481,0.019467804,-5.07E-06
BGM-0240,GEBV,-0.96618809,-0.104442005,0.257022905,0.38898228,0.803493923,0,0.092631628,0.046446628,0.005992414
BGM-0242,GEBV,-1.722654974,0.343498373,-0.001294271,0.326049994,-1.326553422,0,0.061712988,0.071251537,0.009236784
BGM-0247,GEBV,0.164659975,-0.100885023,-0.012075127,-0.632364544,-0.235916859,0,0.113972329,0.043266267,0.007976916
BGM-0248,GEBV,-4.081869018,-0.459127436,-0.379718402,-0.483571905,-1.158179605,0,-0.091776929,-0.055289648,-0.002126608
BGM-0249,GEBV,0.065412675,0.111838968,-0.025048841,-0.631141328,-0.686795402,0,-0.029731217,-0.002421318,-0.002855713
BGM-0250,GEBV,-3.843185338,-0.465659192,-0.327350056,-0.593491788,-1.139203498,0,-0.087012238,-0.055247653,-0.00220746
BGM-0252,GEBV,-4.014676572,-0.42022578,-0.293947374,-0.330278102,-1.132112714,0,-0.08020955,-0.039518227,-0.000537351
BGM-0254,GEBV,-1.152911746,-0.306034678,-0.047211561,0.336487462,0.222910476,0,0.107942099,-0.041146734,-0.004917362
BGM-0257,GEBV,0.673897988,-0.313255988,-0.44852523,0.389093818,0.252623535,0,-0.002127142,-0.003700405,-0.004392285
BGM-0260,GEBV,0.657751609,-0.356311654,-0.614526317,0.202008606,0.820656802,0,0.042207955,-0.039647718,0.000958349
BGM-0261,GEBV,-1.170016562,0.256897778,0.433322645,-0.568515115,0.219633911,0,-0.003435615,-0.00348773,-0.000751437
BGM-0264,GEBV,1.015177851,0.375407004,0.240893297,-0.528928823,-0.097668112,0,0.017835022,-0.004671792,0.001276949
BGM-0266,GEBV,-0.913578554,-0.054439303,-0.045636253,0.198278681,-0.815483546,0,0.017128726,-0.047655399,-0.004601444
BGM-0267,GEBV,1.052603238,-0.269423905,-0.468687832,0.518269488,-0.01279179,0,-0.022781838,0.013800316,-0.004633851
BGM-0268,GEBV,-1.31558047,-0.075122968,-0.012261163,-0.073206629,-0.625040756,0,0.002777604,-0.037538516,-0.003095064
BGM-0269,GEBV,1.095662824,-0.308901587,-0.456007296,0.480952966,-0.023888494,0,-0.030259363,0.014389412,-0.005012305
BGM-0270,GEBV,0.928535994,-0.123454048,-0.218980548,0.15894332,0.449057984,0,-0.099251613,-0.138793166,-0.013375757
BGM-0271,GEBV,-0.866217112,-0.039295763,-0.068652743,0.539575682,0.271619801,0,0.031542326,0.02022861,-0.001191491
BGM-0271(1),GEBV,-1.69466137,-0.335259888,-0.111085042,0.558048251,-0.648844865,0,0.119476624,0.007785776,-0.00074387
BGM-0276,GEBV,-0.981748912,-0.048118762,0.059116205,-0.03915699,-0.45772635,0,0.001647088,-0.04325382,-0.003499786
BGM-0277,GEBV,-2.8905523,-0.23252825,0.088330567,0.356508996,-0.499234785,0,0.029186157,0.002863689,0.001756466
BGM-0279,GEBV,-1.270578904,0.343525338,0.542636282,-0.663457856,0.182940665,0,-0.002093263,-0.00161068,-0.000497577
BGM-0281,GEBV,0.899641232,-0.126720205,0.268939595,0.41018765,0.104139192,0,-0.011535569,-0.052101149,-0.003168518
BGM-0283,GEBV,-1.334111515,0.063300249,-0.038577942,0.055558677,-0.675335789,0,0.025952723,0.051383812,0.007636413
BGM-0284,GEBV,0.645709606,-0.120035343,-0.211407972,-0.156039272,0.32383506,0,-0.106323507,-0.142507066,-0.013846806
BGM-0285,GEBV,-4.10969152,-0.517535572,-0.342696039,-0.519023807,-1.259294869,0,-0.069240369,-0.042355131,-0.000742549
BGM-0286,GEBV,-3.679970949,-0.322901787,-0.289835023,0.593777209,-0.467543405,0,-0.007423843,0.016236372,0.007079323
BGM-0287,GEBV,-1.552404418,0.288975457,0.468663699,-0.604191108,0.132345637,0,-0.006521595,0.000695297,-0.000425678
BGM-0288,GEBV,-3.868077313,-0.367661557,-0.302862015,0.642753226,-0.670075887,0,-0.008485943,0.020199328,0.00721912
BGM-0289,GEBV,0.495073952,-0.00010414,-0.044755143,0.047965408,-0.325748083,0,-0.090170866,0.008476661,0.000195869
BGM-0290,GEBV,2.683656272,0.093772122,0.093051991,1.196481021,-0.549244436,0,0.087222993,0.082156371,0.007308494
BGM-0294,GEBV,-2.082126372,-0.462960334,-0.544138092,0.606348968,-1.50364095,0,-0.10654791,-0.048187246,-0.007799631
BGM-0297,GEBV,-0.502311326,0.174325271,-0.222758051,-0.960207689,-1.071103846,0,-0.029318575,-0.015146044,-0.001769196
BGM-0298,GEBV,-1.485107153,0.329435962,0.012060166,0.517948864,-1.450313632,0,0.067835821,0.081761655,0.010298026
BGM-0303,GEBV,-0.83238482,0.317651181,0.476007814,-0.544736265,0.170111259,0,0.007054624,0.009312916,0.000526963
BGM-0304,GEBV,-3.426398863,-0.305154903,-0.160334814,-0.604444021,-0.089712895,0,0.058320885,-0.037520494,-0.002892965
BGM-0306,GEBV,-1.326740467,-0.388238864,-0.385876511,-0.266259922,-0.326260779,0,-0.106141018,-0.025285072,0.002836519
BGM-0307,GEBV,-1.243771379,-0.370306833,-0.361117133,-0.185522044,-0.404983711,0,-0.103074354,-0.018908513,0.003190981
BGM-0308,GEBV,-0.879276215,-0.339288856,0.006466654,-0.049653276,-0.8363915,0,0.037441824,0.003340843,0.001762012
BGM-0312,GEBV,-1.306466689,0.126044605,-0.128172118,-0.0329148,-0.587494671,0,-0.019194931,-0.003459058,0.001058475
BGM-0314,GEBV,1.517325463,0.423546463,0.216644781,-0.510507012,-0.119077305,0,0.073719148,-0.076617717,-0.008166211
BGM-0316,GEBV,-0.733930253,-0.117870092,-0.100581842,-0.686466461,-0.516995817,0,-0.053451537,-0.078498696,-0.010952174
